stk_flow,waste,unit,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 
IMP_XEU27_2020,TOTAL,T,IT	666417 	620162 	745182 	678879 	569551 	683936 	623675 	786479 	621482 	1056457 	819217 	559295 	990502 	1092830 	1145850 	1196224 	1465989 
IMP_XEU27_2020,TOTAL,T,LT	69002 	63881 	57679 	24391 	28047 	35197 	31277 	41620 	45917 	31179 	23887 	17027 	42128 	34472 	70378 	36787 	26782 
IMP_XEU27_2020,TOTAL,T,LU	11602 	16597 	29645 	15871 	16415 	23509 	22274 	32806 	40682 	40110 	33256 	20954 	78454 	61672 	72971 	51802 	99584 
IMP_XEU27_2020,TOTAL,T,LV	57124 	34287 	33241 	17705 	11831 	29236 	61249 	107603 	376387 	88333 	148981 	79059 	221725 	130574 	184396 	116014 	44536 
IMP_XEU27_2020,TOTAL,T,MT	2766 	1129 	1865 	3365 	61 	107 	67 	194 	306 	341 	474 	1716 	2250 	1434 	602 	46 	249 
IMP_XEU27_2020,TOTAL,T,NL	1294384 	1338866 	1223839 	1312782 	1173762 	1049921 	940594 	814707 	928553 	977496 	890984 	754196 	852341 	974795 	1036782 	795078 	788117 
IMP_XEU27_2020,TOTAL,T,PL	85667 	105212 	79193 	103676 	124683 	235977 	50044 	86915 	65782 	81885 	42143 	26832 	6735 	10863 	12081 	26414 	65431 
IMP_XEU27_2020,TOTAL,T,PT	543374 	466791 	579171 	709370 	603981 	653672 	648156 	675786 	504471 	452921 	324219 	478054 	598114 	587954 	660012 	571808 	275327 
IMP_XEU27_2020,TOTAL,T,RO	25217 	24903 	27028 	19638 	19794 	27070 	22578 	31605 	48864 	19322 	11527 	7265 	11266 	8449 	14979 	7164 	10593 
IMP_XEU27_2020,TOTAL,T,SE	390835 	597891 	663324 	572228 	632715 	674338 	633341 	622143 	779074 	885776 	985086 	643802 	620796 	590771 	672313 	596247 	461153 
IMP_XEU27_2020,TOTAL,T,SI	86395 	99344 	142006 	129095 	116008 	110288 	132957 	148643 	157711 	173750 	175613 	96828 	113573 	100280 	90048 	122947 	118852 
IMP_XEU27_2020,TOTAL,T,SK	11257 	13504 	9844 	9975 	6955 	9035 	6580 	3142 	7859 	1731 	3336 	17455 	9268 	8747 	12044 	26211 	12561 
IMP_XEU27_2020,TOTAL,THS_EUR,AT	162784 	171983 	157379 	166440 	134033 	140917 	147792 	98178 	123656 	118258 	99401 	60988 	136824 	123508 	127359 	82332 	74915 
IMP_XEU27_2020,TOTAL,THS_EUR,BE	2872164 	2548581 	2112590 	533592 	849285 	356313 	429478 	668896 	631631 	555388 	501768 	226467 	482367 	558015 	463756 	263392 	286253 
IMP_XEU27_2020,TOTAL,THS_EUR,BG	175287 	160539 	174555 	166988 	135282 	167939 	164192 	118444 	143021 	131656 	75443 	31809 	43902 	54723 	24726 	10271 	7685 
IMP_XEU27_2020,TOTAL,THS_EUR,CY	79 	18 	10 	165 	85 	278 	154 	93 	30 	57 	68 	35 	12 	4 	3 	74 	75 
IMP_XEU27_2020,TOTAL,THS_EUR,CZ	76490 	34602 	34925 	39591 	36577 	32197 	27512 	23274 	18342 	8567 	6122 	2540 	4434 	5869 	9249 	5091 	1759 
IMP_XEU27_2020,TOTAL,THS_EUR,DE	3736600 	3010532 	2915119 	2545993 	2256949 	2380765 	2842837 	3243172 	3308064 	3276112 	2819777 	1700831 	2973115 	3096319 	2758117 	1392690 	1245418 
IMP_XEU27_2020,TOTAL,THS_EUR,DK	51879 	51128 	45723 	34018 	27389 	29105 	33929 	30923 	25048 	18876 	19206 	12849 	30474 	21347 	20819 	28017 	18386 
IMP_XEU27_2020,TOTAL,THS_EUR,EE	28089 	22812 	21850 	17978 	8872 	2856 	5379 	2950 	1233 	3776 	2679 	1505 	1706 	10992 	13537 	17306 	20673 
IMP_XEU27_2020,TOTAL,THS_EUR,EL	371060 	360661 	315859 	225242 	186008 	183815 	201150 	211405 	318233 	339629 	240329 	151531 	393995 	350455 	213490 	201302 	186854 
IMP_XEU27_2020,TOTAL,THS_EUR,ES	769698 	1056929 	1004072 	1050558 	1028519 	1157705 	1015572 	1022249 	1127567 	1233615 	809648 	417163 	1127989 	1004355 	1029718 	853105 	890357 
IMP_XEU27_2020,TOTAL,THS_EUR,EU27_2020	11772559 	10840625 	9940791 	7760294 	7257299 	7528074 	7830522 	8518909 	9335020 	9733349 	7847478 	4500374 	8588377 	8812723 	7975145 	4830934 	4703928 
IMP_XEU27_2020,TOTAL,THS_EUR,FI	4283 	6791 	8430 	6746 	5817 	4274 	7929 	7809 	9536 	116793 	111385 	71807 	219422 	472946 	531808 	394931 	464364 
IMP_XEU27_2020,TOTAL,THS_EUR,FR	196968 	214456 	267791 	293464 	273882 	360722 	337719 	413575 	475347 	512048 	372867 	255696 	504594 	512813 	500125 	278954 	299356 
IMP_XEU27_2020,TOTAL,THS_EUR,HR	15063 	14546 	15925 	10385 	10132 	13462 	19003 	16554 	9309 	15936 	9677 	4209 	11181 	5818 	3461 	4112 	3622 
IMP_XEU27_2020,TOTAL,THS_EUR,HU	11498 	8048 	10251 	13029 	8824 	9609 	7289 	8542 	7249 	8122 	6767 	4687 	19661 	15349 	11803 	3084 	3707 
IMP_XEU27_2020,TOTAL,THS_EUR,IE	16902 	26315 	23796 	23644 	16177 	26369 	26452 	17594 	20303 	20815 	18404 	11323 	18998 	11164 	10792 	8645 	7920 
IMP_XEU27_2020,TOTAL,THS_EUR,IT	1949088 	1700641 	1446813 	1339100 	1212199 	1379242 	1170260 	1229001 	1381055 	1530061 	1159910 	658341 	1021961 	709398 	696506 	465225 	487236 
IMP_XEU27_2020,TOTAL,THS_EUR,LT	126650 	150417 	101852 	56940 	45439 	52827 	34113 	30257 	18099 	16148 	7926 	3646 	13751 	10765 	13285 	5759 	3003 
IMP_XEU27_2020,TOTAL,THS_EUR,LU	38917 	20925 	22538 	17536 	23337 	42861 	74670 	50830 	32160 	32978 	28805 	18477 	63899 	51835 	41429 	24644 	21920 
IMP_XEU27_2020,TOTAL,THS_EUR,LV	23273 	20181 	24010 	17804 	9514 	13602 	22326 	34995 	118826 	22318 	36127 	13879 	63748 	28125 	30795 	16619 	7294 
IMP_XEU27_2020,TOTAL,THS_EUR,MT	263 	261 	302 	120 	140 	239 	169 	294 	281 	138 	228 	175 	347 	136 	158 	64 	118 
IMP_XEU27_2020,TOTAL,THS_EUR,NL	533416 	616945 	621490 	650611 	558367 	637208 	707324 	672102 	867252 	1078412 	949629 	431405 	827893 	1148686 	995724 	453691 	438777 
IMP_XEU27_2020,TOTAL,THS_EUR,PL	150708 	174327 	91718 	71634 	53284 	78126 	34392 	31972 	30195 	39422 	11277 	19227 	27587 	44320 	5338 	7398 	13662 
IMP_XEU27_2020,TOTAL,THS_EUR,PT	119652 	111342 	148919 	161288 	114517 	119820 	160867 	184624 	153139 	142598 	88508 	85476 	189062 	131987 	127497 	102569 	48147 
IMP_XEU27_2020,TOTAL,THS_EUR,RO	13339 	15449 	20473 	16177 	8694 	11205 	13425 	13848 	19574 	8284 	3980 	1350 	2819 	4591 	7911 	1219 	2039 
IMP_XEU27_2020,TOTAL,THS_EUR,SE	239117 	243675 	251260 	212362 	192153 	258559 	269670 	320872 	415428 	408073 	368621 	275214 	342969 	374971 	277859 	166184 	140637 
IMP_XEU27_2020,TOTAL,THS_EUR,SI	46081 	52509 	72172 	56555 	43647 	51552 	62111 	62748 	75721 	92502 	94387 	34404 	54140 	55860 	50091 	36892 	27013 
IMP_XEU27_2020,TOTAL,THS_EUR,SK	43208 	46010 	30969 	32335 	18177 	16508 	14809 	3707 	4719 	2766 	4539 	5340 	11526 	8373 	9787 	7364 	2738 
IMP_XEU28,CAN,T,AT	: 	43111 	44992 	46265 	44642 	38750 	38403 	12161 	15628 	13613 	17706 	14777 	42191 	41103 	44488 	44168 	40068 
IMP_XEU28,CAN,T,BE	: 	136837 	118229 	99028 	96707 	71803 	79027 	101283 	88035 	65384 	47407 	29809 	38216 	46188 	41153 	26666 	44228 
IMP_XEU28,CAN,T,BG	: 	28433 	31009 	30731 	30394 	33744 	32961 	22401 	22668 	14994 	11413 	8130 	8506 	7440 	4124 	2844 	1458 
IMP_XEU28,CAN,T,CY	: 	0 	0 	38 	26 	52 	0 	0 	0 	0 	0 	0 	0 	0 	0 	22 	34 
IMP_XEU28,CAN,T,CZ	: 	1822 	1191 	1496 	1755 	1827 	3285 	3234 	2849 	696 	1148 	337 	794 	217 	1022 	563 	395 
IMP_XEU28,CAN,T,DE	: 	244031 	225961 	224803 	228702 	216045 	242683 	211259 	241251 	228754 	191717 	174259 	212043 	232975 	241328 	178642 	261812 
IMP_XEU28,CAN,T,DK	: 	12977 	10864 	6950 	6413 	5781 	5039 	4721 	3726 	3262 	1381 	1301 	1964 	1799 	3241 	4464 	3369 
IMP_XEU28,CAN,T,EE	: 	419 	1413 	1295 	135 	299 	1416 	618 	159 	0 	3 	52 	259 	319 	1275 	225 	235 
IMP_XEU28,CAN,T,EL	: 	50517 	36644 	34972 	38437 	34712 	43381 	53936 	77121 	64851 	36818 	17308 	20361 	28878 	8247 	6371 	7145 
IMP_XEU28,CAN,T,ES	: 	90278 	79455 	69774 	59253 	62035 	53966 	43044 	49750 	48683 	37290 	26082 	33099 	34740 	36367 	27899 	21706 
IMP_XEU28,CAN,T,EU28	: 	995389 	917829 	862435 	836100 	837663 	851963 	814419 	829674 	772166 	642356 	498304 	688096 	751758 	715980 	541972 	619306 
IMP_XEU28,CAN,T,FI	: 	888 	841 	176 	40 	80 	129 	53 	207 	739 	2327 	1579 	707 	502 	812 	1840 	941 
IMP_XEU28,CAN,T,FR	: 	34795 	41999 	47897 	37234 	33923 	34144 	40080 	33999 	26889 	23694 	26133 	35050 	41113 	60628 	35054 	38868 
IMP_XEU28,CAN,T,HR	: 	1072 	2348 	2452 	2630 	2058 	193 	24 	55 	29 	43 	177 	0 	0 	0 	0 	270 
IMP_XEU28,CAN,T,HU	: 	1916 	2098 	2085 	1138 	1087 	1585 	2074 	1893 	2385 	1818 	2314 	4795 	3714 	2810 	1943 	3306 
IMP_XEU28,CAN,T,IE	: 	0 	0 	0 	1 	3 	58 	2 	1 	22 	177 	4 	135 	5 	12 	21 	21 
IMP_XEU28,CAN,T,IT	: 	141410 	125011 	112425 	101042 	104675 	122947 	118680 	100703 	107409 	93849 	72622 	103799 	110194 	110112 	80275 	86142 
IMP_XEU28,CAN,T,LT	: 	4944 	4780 	3634 	7298 	13320 	5474 	4233 	1157 	1671 	663 	696 	730 	1144 	585 	380 	22 
IMP_XEU28,CAN,T,LU	: 	2733 	3155 	2675 	4591 	10178 	10149 	11334 	13774 	11529 	10114 	5366 	18723 	10946 	7613 	5185 	6020 
IMP_XEU28,CAN,T,LV	: 	1465 	2912 	1836 	2265 	1563 	2771 	5751 	1449 	1096 	742 	343 	215 	454 	557 	4515 	502 
IMP_XEU28,CAN,T,MT	: 	0 	0 	0 	0 	22 	0 	0 	0 	179 	2 	21 	115 	0 	0 	0 	0 
IMP_XEU28,CAN,T,NL	: 	53814 	49414 	53213 	66044 	62347 	53630 	52574 	53200 	58320 	40244 	33878 	59898 	63336 	59427 	34719 	32403 
IMP_XEU28,CAN,T,PL	: 	10371 	3854 	2419 	2347 	1515 	618 	1504 	791 	2429 	991 	134 	2397 	5608 	1032 	2448 	3735 
IMP_XEU28,CAN,T,PT	: 	570 	1186 	1306 	1004 	164 	138 	216 	191 	425 	172 	209 	195 	272 	126 	135 	128 
IMP_XEU28,CAN,T,RO	: 	1844 	3557 	4184 	2176 	1571 	2312 	1362 	1480 	1365 	316 	21 	418 	1288 	1262 	68 	431 
IMP_XEU28,CAN,T,SE	: 	72508 	64600 	46432 	44003 	77249 	59931 	73117 	71944 	68748 	62721 	41186 	41326 	38267 	27670 	25287 	18130 
IMP_XEU28,CAN,T,SI	: 	14057 	16971 	15368 	12034 	13844 	15588 	13680 	16455 	16103 	21350 	10232 	11693 	14277 	16007 	11802 	6481 
IMP_XEU28,CAN,T,SK	: 	11036 	7330 	8050 	5281 	4307 	3404 	403 	405 	255 	603 	759 	2249 	1749 	2733 	2098 	516 
IMP_XEU28,CAN,T,UK	: 	33542 	38014 	42931 	40510 	44708 	38729 	36672 	30783 	32335 	37648 	30576 	48218 	65230 	43349 	44341 	40940 
IMP_XEU28,CAN,THS_EUR,AT	: 	103232 	100263 	105413 	84593 	87822 	77703 	48453 	66233 	62270 	63084 	36348 	91168 	92367 	100175 	64197 	45471 
IMP_XEU28,CAN,THS_EUR,BE	: 	449830 	388594 	329289 	252001 	215371 	251228 	463568 	438028 	307073 	206816 	72640 	113055 	155717 	103492 	39580 	53099 
IMP_XEU28,CAN,THS_EUR,BG	: 	137070 	155399 	144531 	120779 	154526 	155026 	107902 	122378 	81595 	56037 	27789 	33587 	26678 	9308 	4943 	2002 
IMP_XEU28,CAN,THS_EUR,CY	: 	0 	0 	150 	64 	160 	0 	0 	0 	0 	0 	0 	0 	0 	0 	30 	29 
IMP_XEU28,CAN,THS_EUR,CZ	: 	4031 	3498 	3784 	3229 	4971 	11362 	7765 	8163 	2304 	4249 	946 	1654 	477 	1961 	740 	495 
IMP_XEU28,CAN,THS_EUR,DE	: 	600330 	628151 	646028 	564687 	610194 	770893 	694885 	890530 	863061 	600970 	353706 	554989 	692442 	717838 	285071 	387670 
IMP_XEU28,CAN,THS_EUR,DK	: 	20059 	16613 	9466 	8348 	7575 	7565 	5814 	6377 	3908 	3187 	1843 	2963 	3653 	6427 	4176 	3569 
IMP_XEU28,CAN,THS_EUR,EE	: 	1546 	4960 	4350 	331 	895 	3552 	2015 	180 	0 	13 	290 	1171 	906 	2596 	771 	613 
IMP_XEU28,CAN,THS_EUR,EL	: 	177735 	132568 	100359 	88255 	117464 	142508 	168805 	248588 	208960 	93184 	34912 	67832 	80711 	13401 	7680 	8262 
IMP_XEU28,CAN,THS_EUR,ES	: 	233804 	202808 	181750 	128107 	153053 	134749 	127361 	190904 	192687 	116206 	50240 	86811 	82542 	87425 	35701 	25356 
IMP_XEU28,CAN,THS_EUR,EU28	: 	2648237 	2513211 	2343367 	1952257 	2205273 	2380495 	2521794 	2859560 	2629493 	1849515 	970353 	1725446 	2063765 	1904936 	814032 	831716 
IMP_XEU28,CAN,THS_EUR,FI	: 	868 	981 	445 	67 	522 	870 	76 	1066 	1965 	3798 	1168 	1836 	1815 	3382 	5075 	4173 
IMP_XEU28,CAN,THS_EUR,FR	: 	76494 	99256 	107799 	82795 	89601 	84308 	106343 	93487 	90597 	62977 	36089 	100188 	120975 	166329 	55804 	45167 
IMP_XEU28,CAN,THS_EUR,HR	: 	1024 	1278 	932 	668 	424 	37 	30 	85 	31 	62 	341 	0 	0 	0 	0 	297 
IMP_XEU28,CAN,THS_EUR,HU	: 	3627 	4639 	4409 	1762 	1754 	2453 	3200 	2985 	4533 	3814 	2590 	7850 	6240 	4928 	2685 	2902 
IMP_XEU28,CAN,THS_EUR,IE	: 	0 	11 	4 	9 	25 	96 	16 	76 	100 	306 	10 	208 	79 	15 	30 	35 
IMP_XEU28,CAN,THS_EUR,IT	: 	266768 	269791 	245157 	192146 	241206 	277536 	285719 	258002 	276347 	206713 	90124 	220714 	251037 	274596 	112581 	101200 
IMP_XEU28,CAN,THS_EUR,LT	: 	16292 	15886 	11108 	21704 	35314 	17238 	12380 	2496 	2921 	1125 	833 	943 	1529 	696 	491 	40 
IMP_XEU28,CAN,THS_EUR,LU	: 	8165 	10226 	9150 	11286 	19520 	19576 	22203 	24812 	22145 	19643 	11750 	38292 	22708 	14629 	7467 	6600 
IMP_XEU28,CAN,THS_EUR,LV	: 	3771 	6463 	5092 	5610 	4862 	7043 	9692 	3817 	1733 	688 	245 	179 	378 	651 	1535 	435 
IMP_XEU28,CAN,THS_EUR,MT	: 	0 	0 	0 	3 	32 	0 	0 	0 	12 	11 	8 	63 	0 	0 	0 	0 
IMP_XEU28,CAN,THS_EUR,NL	: 	170703 	137507 	164668 	154041 	165907 	181698 	200627 	202116 	204915 	142930 	90885 	162977 	219496 	185153 	61050 	54925 
IMP_XEU28,CAN,THS_EUR,PL	: 	38846 	9717 	4751 	5352 	4307 	1642 	2479 	930 	5260 	2105 	211 	11624 	25345 	1390 	2966 	4686 
IMP_XEU28,CAN,THS_EUR,PT	: 	1027 	1778 	2286 	1762 	327 	639 	394 	387 	2218 	807 	384 	352 	531 	494 	149 	78 
IMP_XEU28,CAN,THS_EUR,RO	: 	4230 	9276 	9741 	4071 	3669 	5081 	3200 	3586 	2444 	386 	51 	858 	2895 	5447 	82 	819 
IMP_XEU28,CAN,THS_EUR,SE	: 	150907 	157771 	125726 	116555 	152384 	120194 	154986 	184493 	172244 	131193 	93731 	92959 	88844 	63701 	34447 	25244 
IMP_XEU28,CAN,THS_EUR,SI	: 	28091 	34855 	27509 	19555 	25206 	29242 	22978 	30855 	38489 	47857 	17167 	22865 	33099 	35201 	16682 	7623 
IMP_XEU28,CAN,THS_EUR,SK	: 	44578 	27337 	29363 	16561 	15022 	11115 	1507 	1823 	1368 	3157 	1752 	8344 	6482 	7486 	2255 	366 
IMP_XEU28,CAN,THS_EUR,UK	: 	105209 	93584 	70108 	67914 	93158 	67138 	69395 	77165 	80313 	78197 	44301 	101965 	146820 	98212 	67844 	50562 
IMP_XEU28,MT_FER,T,AT	: 	84661 	88034 	95892 	86265 	80834 	87693 	84425 	78021 	75547 	75251 	76796 	97771 	81448 	68039 	76366 	117642 
IMP_XEU28,MT_FER,T,BE	: 	33800 	93536 	101969 	63288 	23771 	46745 	37039 	37399 	61155 	92476 	60706 	164743 	209286 	238433 	253175 	453694 
IMP_XEU28,MT_FER,T,BG	: 	64060 	53621 	75982 	44858 	31014 	26849 	31245 	43642 	55018 	42802 	24411 	32126 	76652 	47159 	31843 	45264 
IMP_XEU28,MT_FER,T,CY	: 	0 	24 	3 	105 	0 	0 	0 	0 	0 	0 	0 	569 	38 	0 	16 	0 
IMP_XEU28,MT_FER,T,CZ	: 	254 	541 	383 	387 	230 	532 	505 	244 	324 	266 	40 	155 	153 	3942 	7310 	99 
IMP_XEU28,MT_FER,T,DE	: 	459223 	573164 	651883 	565938 	575855 	596388 	670539 	696711 	624654 	520555 	491563 	483807 	551531 	688580 	678014 	670167 
IMP_XEU28,MT_FER,T,DK	: 	61467 	59690 	37622 	34979 	36345 	48497 	127183 	16993 	8418 	11338 	21832 	76719 	46830 	35854 	86003 	67885 
IMP_XEU28,MT_FER,T,EE	: 	16807 	12511 	10819 	4437 	3454 	2471 	1699 	769 	3840 	1182 	1242 	750 	20498 	53289 	95024 	82963 
IMP_XEU28,MT_FER,T,EL	: 	612679 	482314 	434514 	417025 	135522 	90284 	57605 	126005 	266543 	334985 	469596 	750616 	1022421 	873054 	934752 	883106 
IMP_XEU28,MT_FER,T,ES	: 	434688 	284454 	433100 	541347 	743172 	947687 	682214 	465467 	518655 	650451 	738722 	1406718 	1383279 	1877467 	1821061 	1758553 
IMP_XEU28,MT_FER,T,EU28	: 	2925781 	2827553 	3071033 	2749028 	2849498 	3143076 	3190935 	3157395 	3439347 	3403123 	3114414 	5084249 	5463421 	6621068 	6717762 	7298454 
IMP_XEU28,MT_FER,T,FI	: 	4958 	2085 	875 	635 	876 	276 	2863 	5126 	121557 	101147 	94844 	193219 	276199 	551049 	508101 	599235 
IMP_XEU28,MT_FER,T,FR	: 	67438 	96855 	138448 	136398 	177043 	174864 	192399 	213199 	186116 	117853 	143475 	284707 	230028 	283274 	308227 	395023 
IMP_XEU28,MT_FER,T,HR	: 	28109 	30707 	10093 	9589 	27586 	46353 	30474 	917 	15227 	10700 	2284 	13244 	5006 	5025 	11049 	4406 
IMP_XEU28,MT_FER,T,HU	: 	1860 	3599 	8160 	2491 	10596 	610 	20 	30 	69 	39 	78 	307 	18 	35 	1102 	2937 
IMP_XEU28,MT_FER,T,IE	: 	10 	1 	21 	1 	1 	2 	9 	1 	1 	40 	34 	161 	9 	31 	13 	205 
IMP_XEU28,MT_FER,T,IT	: 	293613 	307773 	366861 	240017 	311255 	310701 	449925 	315725 	610575 	520891 	347953 	623625 	728247 	692963 	865698 	1037998 
IMP_XEU28,MT_FER,T,LT	: 	26406 	32516 	5313 	2523 	3471 	4238 	12721 	8739 	4600 	4927 	5260 	29614 	15945 	58191 	22282 	13186 
IMP_XEU28,MT_FER,T,LU	: 	9053 	23134 	10344 	7749 	8200 	6808 	18296 	25395 	25762 	19225 	11517 	48731 	34305 	53512 	35587 	84665 
IMP_XEU28,MT_FER,T,LV	: 	11430 	11312 	11668 	8192 	26296 	54149 	81779 	355189 	62883 	147022 	76976 	217651 	126395 	179797 	106891 	41394 
IMP_XEU28,MT_FER,T,MT	: 	1031 	1839 	24 	15 	15 	0 	0 	0 	0 	270 	1594 	1955 	1375 	529 	0 	154 
IMP_XEU28,MT_FER,T,NL	: 	408743 	287067 	300898 	256641 	327403 	354982 	264920 	349297 	408036 	408157 	232991 	293869 	343662 	436570 	286180 	378565 
IMP_XEU28,MT_FER,T,PL	: 	45489 	27764 	38066 	73439 	109983 	30500 	65069 	35136 	54427 	10923 	21097 	131 	416 	7832 	19755 	59761 
IMP_XEU28,MT_FER,T,PT	: 	141581 	167643 	189759 	128001 	81304 	127911 	171766 	129540 	74080 	48084 	112057 	151698 	87627 	156722 	239308 	272579 
IMP_XEU28,MT_FER,T,RO	: 	1425 	5250 	3413 	3129 	10841 	5597 	14721 	31793 	2890 	2508 	3124 	2736 	3474 	9867 	374 	883 
IMP_XEU28,MT_FER,T,SE	: 	37329 	39413 	28335 	33184 	40149 	47037 	47377 	66371 	77520 	92426 	56345 	77788 	97704 	163807 	137682 	126638 
IMP_XEU28,MT_FER,T,SI	: 	47495 	80692 	69798 	60359 	55920 	74118 	96147 	98102 	118124 	108643 	49843 	64456 	50359 	51430 	92868 	96417 
IMP_XEU28,MT_FER,T,SK	: 	262 	739 	643 	532 	3505 	1486 	925 	6405 	739 	2696 	16575 	6728 	6675 	8936 	23007 	11571 
IMP_XEU28,MT_FER,T,UK	: 	31913 	61278 	46146 	27504 	24854 	56296 	49072 	51181 	62587 	78263 	53459 	59656 	63843 	75684 	76074 	93466 
IMP_XEU28,MT_FER,THS_EUR,AT	: 	19379 	22769 	21424 	14694 	19389 	25779 	19153 	17809 	15999 	15965 	9843 	22819 	13038 	8055 	8156 	20339 
IMP_XEU28,MT_FER,THS_EUR,BE	: 	18763 	41525 	37322 	18587 	17332 	30599 	42816 	44476 	62644 	93436 	37603 	109732 	114532 	91719 	58801 	99369 
IMP_XEU28,MT_FER,THS_EUR,BG	: 	16080 	14709 	17699 	9514 	6472 	6588 	7439 	11130 	14944 	9834 	3837 	9073 	15314 	8122 	3825 	4913 
IMP_XEU28,MT_FER,THS_EUR,CY	: 	0 	4 	1 	16 	0 	0 	0 	1 	0 	0 	0 	11 	3 	0 	11 	0 
IMP_XEU28,MT_FER,THS_EUR,CZ	: 	248 	685 	261 	266 	179 	380 	470 	197 	304 	215 	20 	263 	79 	1199 	1526 	13 
IMP_XEU28,MT_FER,THS_EUR,DE	: 	165118 	221678 	214727 	160376 	195315 	238827 	274528 	377620 	364135 	335465 	167607 	265220 	322134 	313158 	223057 	216580 
IMP_XEU28,MT_FER,THS_EUR,DK	: 	24235 	19633 	13497 	9153 	11626 	16312 	14943 	7017 	4892 	4765 	5243 	20786 	10894 	8104 	15971 	7605 
IMP_XEU28,MT_FER,THS_EUR,EE	: 	19651 	15843 	13176 	3537 	844 	441 	514 	645 	3276 	2422 	1151 	427 	4414 	10507 	16099 	18838 
IMP_XEU28,MT_FER,THS_EUR,EL	: 	159762 	134572 	108914 	81680 	30504 	22568 	14672 	36927 	81365 	84945 	87269 	251522 	240644 	175593 	173192 	166468 
IMP_XEU28,MT_FER,THS_EUR,ES	: 	137808 	129642 	143108 	139020 	235802 	306008 	225031 	202228 	236026 	243642 	165294 	554320 	500532 	480125 	410193 	393137 
IMP_XEU28,MT_FER,THS_EUR,EU28	: 	1075740 	1226493 	1159179 	879847 	1141429 	1390097 	1342373 	1739486 	2130417 	2030931 	1036871 	2610994 	3061790 	2797306 	2087929 	2214105 
IMP_XEU28,MT_FER,THS_EUR,FI	: 	620 	288 	118 	107 	122 	107 	1422 	1742 	108790 	97636 	63709 	204947 	456347 	514316 	385312 	457525 
IMP_XEU28,MT_FER,THS_EUR,FR	: 	19490 	29523 	27788 	29814 	47942 	62091 	61847 	72441 	68817 	35199 	26117 	108100 	61217 	71267 	68384 	82043 
IMP_XEU28,MT_FER,THS_EUR,HR	: 	6107 	7876 	2535 	1938 	6449 	11898 	8227 	197 	4798 	3002 	387 	4241 	1104 	880 	1928 	685 
IMP_XEU28,MT_FER,THS_EUR,HU	: 	347 	805 	1669 	344 	2137 	135 	5 	15 	27 	8 	30 	79 	2 	6 	159 	403 
IMP_XEU28,MT_FER,THS_EUR,IE	: 	153 	42 	24 	16 	24 	16 	16 	75 	24 	67 	48 	502 	25 	80 	40 	135 
IMP_XEU28,MT_FER,THS_EUR,IT	: 	99941 	111849 	117773 	63991 	105638 	98702 	143762 	131301 	238261 	182393 	79771 	275912 	266474 	215427 	228335 	244096 
IMP_XEU28,MT_FER,THS_EUR,LT	: 	16923 	19769 	4205 	1198 	1291 	1029 	3334 	2872 	2139 	3013 	989 	7927 	3117 	10012 	3413 	1902 
IMP_XEU28,MT_FER,THS_EUR,LU	: 	1822 	4562 	1555 	1237 	2022 	1843 	4957 	5745 	4213 	3059 	2489 	10601 	7130 	9025 	5850 	8418 
IMP_XEU28,MT_FER,THS_EUR,LV	: 	8493 	9349 	11459 	2972 	5886 	13618 	23371 	112218 	17951 	35108 	13063 	62335 	25348 	29196 	14533 	6406 
IMP_XEU28,MT_FER,THS_EUR,MT	: 	92 	234 	7 	0 	1 	0 	0 	0 	1 	17 	80 	96 	67 	26 	0 	2 
IMP_XEU28,MT_FER,THS_EUR,NL	: 	229777 	258254 	247525 	212325 	301513 	369064 	304303 	492890 	666163 	645472 	252327 	485522 	745477 	624547 	292719 	296102 
IMP_XEU28,MT_FER,THS_EUR,PL	: 	27325 	26791 	30234 	26156 	42752 	22283 	22275 	9781 	15347 	2489 	3341 	147 	176 	854 	2298 	8108 
IMP_XEU28,MT_FER,THS_EUR,PT	: 	35124 	45750 	49190 	25061 	18277 	32623 	45990 	38383 	21595 	12568 	17720 	44669 	18363 	27927 	41903 	47280 
IMP_XEU28,MT_FER,THS_EUR,RO	: 	415 	1200 	767 	527 	1854 	1272 	3603 	9195 	794 	922 	638 	652 	963 	1559 	113 	128 
IMP_XEU28,MT_FER,THS_EUR,SE	: 	26901 	28803 	26124 	26047 	37778 	50009 	48877 	61675 	68351 	70669 	36138 	67859 	127401 	107204 	64842 	58048 
IMP_XEU28,MT_FER,THS_EUR,SI	: 	13827 	23600 	17592 	14501 	16433 	23759 	29244 	32639 	43046 	35689 	11898 	23466 	14241 	10300 	17586 	17563 
IMP_XEU28,MT_FER,THS_EUR,SK	: 	100 	305 	145 	96 	684 	293 	331 	2101 	1044 	1361 	3568 	2954 	1807 	2212 	4758 	2078 
IMP_XEU28,MT_FER,THS_EUR,UK	: 	27238 	56433 	50343 	36675 	33166 	53853 	41243 	68165 	85472 	111568 	46691 	76809 	110947 	75885 	44924 	55923 
IMP_XEU28,MT_PRE,T,AT	: 	255 	485 	168 	139 	175 	89 	83 	69 	60 	21 	18 	87 	102 	16 	0 	0 
IMP_XEU28,MT_PRE,T,BE	: 	69007 	87351 	35 	38449 	27 	71 	39 	8 	0 	0 	0 	0 	356 	143 	1 	58 
